,string label,string srcItem,Source,string dstItem,Destination,needRank,SmithType,string smithType,string material1,string material2,string material3,string material4,string material5,Material 1,Material 2,Material 3,Material 4,Material 5,int materialNum1,int materialNum2,int materialNum3,int materialNum4,int materialNum5,int materialNum5,materialsCombined
92,RECIPE_0093,LSword_11_42,Seiche Blade,LSword_15_58,Seiche Curtana,14,Rare,RARE,MT_R3_SUI_A,MT_R0_SUI_A,,,,Icelight x30,Unda Crystal x115,,,,30,115,0,0,0,,"- Seiche Blade: Icelight x30, Unda Crystal x115 (Rare Smithy)"
93,RECIPE_0094,LSword_09_92,Flameblade,LSword_15_93,Valeria Heart,14,Rare,RARE,MT_R3_KA_A,MT_R0_KA_A,,,,Luminescent Oil x30,Ignis Crystal x115,,,,30,115,0,0,0,,"- Flameblade: Luminescent Oil x30, Ignis Crystal x115 (Rare Smithy)"
94,RECIPE_0095,GSword_01_01,Greatsword,GSword_01_02,Faussar,1,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x30,,,,,30,0,0,0,0,,- Greatsword: Aes Crystal x30 (Common Smithy)
95,RECIPE_0096,GSword_01_01,Greatsword,GSword_01_03,Terra Faussar,1,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x30,,,,,30,0,0,0,0,,- Greatsword: Terra Crystal x30 (Common Smithy)
96,RECIPE_0097,GSword_01_02,Faussar,GSword_03_07,Claymore,2,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x90,,,,,90,0,0,0,0,,- Faussar: Ignis Crystal x90 (Common Smithy)
97,RECIPE_0098,GSword_01_02,Faussar,GSword_03_08,Natura Claymore,2,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x90,,,,,90,0,0,0,0,,- Faussar: Natura Crystal x90 (Common Smithy)
98,RECIPE_0099,GSword_01_02,Faussar,GSword_03_05,Fine Faussar,2,Common,COMMON,MT_R0_MOKU_A,MT_R0_KA_A,MT_R0_DO_A,MT_R0_KIN_A,MT_R0_SUI_A,Natura Crystal x18,Ignis Crystal x18,Terra Crystal x18,Aes Crystal x18,Unda Crystal x18,18,18,18,18,18,,"- Faussar: Natura Crystal x18, Ignis Crystal x18, Terra Crystal x18, Aes Crystal x18, Unda Crystal x18 (Common Smithy)"
99,RECIPE_0100,GSword_01_03,Terra Faussar,GSword_03_07,Claymore,2,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x90,,,,,90,0,0,0,0,,- Terra Faussar: Unda Crystal x90 (Common Smithy)
100,RECIPE_0101,GSword_01_03,Terra Faussar,GSword_04_09,Grand Claymore,3,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x115,,,,,115,0,0,0,0,,- Terra Faussar: Aes Crystal x115 (Common Smithy)
101,RECIPE_0102,GSword_01_03,Terra Faussar,GSword_03_05,Fine Faussar,2,Common,COMMON,MT_R0_SUI_A,MT_R1_KA_A,MT_R1_KIN_A,,,Unda Crystal x30,Ash x10,Ore Fragment x10,,,30,10,10,0,0,,"- Terra Faussar: Unda Crystal x30, Ash x10, Ore Fragment x10 (Common Smithy)"
102,RECIPE_0103,GSword_03_07,Claymore,GSword_05_10,Steel Greatsword,4,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x145,,,,,145,0,0,0,0,,- Claymore: Natura Crystal x145 (Common Smithy)
103,RECIPE_0104,GSword_03_07,Claymore,GSword_05_11,Unda Steel Greatsword,4,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x145,,,,,145,0,0,0,0,,- Claymore: Unda Crystal x145 (Common Smithy)
104,RECIPE_0105,GSword_03_07,Claymore,GSword_09_29,Cross Claymore,8,Common,COMMON,MT_R0_MOKU_A,MT_R0_KA_A,MT_R0_DO_A,MT_R0_KIN_A,MT_R0_SUI_A,Natura Crystal x55,Ignis Crystal x55,Terra Crystal x55,Aes Crystal x55,Unda Crystal x55,55,55,55,55,55,,"- Claymore: Natura Crystal x55, Ignis Crystal x55, Terra Crystal x55, Aes Crystal x55, Unda Crystal x55 (Common Smithy)"
105,RECIPE_0106,GSword_03_08,Natura Claymore,GSword_06_17,Grand Steel Greatsword,5,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x175,,,,,175,0,0,0,0,,- Natura Claymore: Terra Crystal x175 (Common Smithy)
106,RECIPE_0107,GSword_03_08,Natura Claymore,GSword_05_12,Ignis Steel Greatsword,4,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x145,,,,,145,0,0,0,0,,- Natura Claymore: Ignis Crystal x145 (Common Smithy)
107,RECIPE_0108,GSword_03_08,Natura Claymore,GSword_09_29,Cross Claymore,8,Common,COMMON,MT_R0_KIN_A,MT_R3_KIN_A,MT_R2_KIN_A,MT_R1_KIN_A,,Aes Crystal x65,Ancient Jewel x10,Obsidian x15,Ore Fragment x25,,65,10,15,25,0,,"- Natura Claymore: Aes Crystal x65, Ancient Jewel x10, Obsidian x15, Ore Fragment x25 (Common Smithy)"
108,RECIPE_0109,GSword_04_09,Grand Claymore,GSword_05_10,Steel Greatsword,4,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x115,,,,,115,0,0,0,0,,- Grand Claymore: Natura Crystal x115 (Common Smithy)
109,RECIPE_0110,GSword_04_09,Grand Claymore,GSword_05_11,Unda Steel Greatsword,4,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x115,,,,,115,0,0,0,0,,- Grand Claymore: Unda Crystal x115 (Common Smithy)
110,RECIPE_0111,GSword_04_09,Grand Claymore,GSword_09_29,Cross Claymore,8,Common,COMMON,MT_R0_MOKU_A,MT_R0_KA_A,MT_R0_DO_A,MT_R0_KIN_A,MT_R0_SUI_A,Natura Crystal x55,Ignis Crystal x55,Terra Crystal x55,Aes Crystal x55,Unda Crystal x55,55,55,55,55,55,,"- Grand Claymore: Natura Crystal x55, Ignis Crystal x55, Terra Crystal x55, Aes Crystal x55, Unda Crystal x55 (Common Smithy)"
111,RECIPE_0112,GSword_03_05,Fine Faussar,GSword_05_10,Steel Greatsword,4,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x145,,,,,145,0,0,0,0,,- Fine Faussar: Ignis Crystal x145 (Common Smithy)
112,RECIPE_0113,GSword_03_05,Fine Faussar,GSword_05_13,Natura Steel Greatsword,4,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x145,,,,,145,0,0,0,0,,- Fine Faussar: Natura Crystal x145 (Common Smithy)
113,RECIPE_0114,GSword_03_05,Fine Faussar,GSword_09_29,Cross Claymore,8,Common,COMMON,MT_R0_KIN_A,MT_R3_KIN_A,MT_R2_KIN_A,MT_R1_KIN_A,,Aes Crystal x65,Ancient Jewel x10,Obsidian x15,Ore Fragment x25,,65,10,15,25,0,,"- Fine Faussar: Aes Crystal x65, Ancient Jewel x10, Obsidian x15, Ore Fragment x25 (Common Smithy)"
114,RECIPE_0115,GSword_05_10,Steel Greatsword,GSword_07_24,Zweihander,6,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x205,,,,,205,0,0,0,0,,- Steel Greatsword: Unda Crystal x205 (Common Smithy)
115,RECIPE_0116,GSword_05_10,Steel Greatsword,GSword_07_27,Refined Zweihander,6,Rare,RARE,MT_R2_DO_A,MT_R0_DO_A,,,,Leather x10,Terra Crystal x170,,,,10,170,0,0,0,,"- Steel Greatsword: Leather x10, Terra Crystal x170 (Rare Smithy)"
116,RECIPE_0117,GSword_05_11,Unda Steel Greatsword,GSword_07_24,Zweihander,6,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x205,,,,,205,0,0,0,0,,- Unda Steel Greatsword: Ignis Crystal x205 (Common Smithy)
117,RECIPE_0118,GSword_05_11,Unda Steel Greatsword,GSword_07_27,Refined Zweihander,6,Terra,DO,MT_R2_DO_A,MT_R0_DO_A,,,,Leather x10,Terra Crystal x170,,,,10,170,0,0,0,,"- Unda Steel Greatsword: Leather x10, Terra Crystal x170 (Terra Smithy)"
118,RECIPE_0119,GSword_06_17,Grand Steel Greatsword,GSword_07_24,Zweihander,6,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x175,,,,,175,0,0,0,0,,- Grand Steel Greatsword: Unda Crystal x175 (Common Smithy)
119,RECIPE_0120,GSword_06_17,Grand Steel Greatsword,GSword_07_27,Refined Zweihander,6,Rare,RARE,MT_R2_DO_A,MT_R0_DO_A,,,,Leather x10,Terra Crystal x145,,,,10,145,0,0,0,,"- Grand Steel Greatsword: Leather x10, Terra Crystal x145 (Rare Smithy)"
120,RECIPE_0121,GSword_05_12,Ignis Steel Greatsword,GSword_07_24,Zweihander,6,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x205,,,,,205,0,0,0,0,,- Ignis Steel Greatsword: Aes Crystal x205 (Common Smithy)
121,RECIPE_0122,GSword_05_12,Ignis Steel Greatsword,GSword_07_27,Refined Zweihander,6,Terra,DO,MT_R2_DO_A,MT_R0_DO_A,,,,Leather x10,Terra Crystal x170,,,,10,170,0,0,0,,"- Ignis Steel Greatsword: Leather x10, Terra Crystal x170 (Terra Smithy)"
122,RECIPE_0123,GSword_05_13,Natura Steel Greatsword,GSword_07_24,Zweihander,6,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x205,,,,,205,0,0,0,0,,- Natura Steel Greatsword: Terra Crystal x205 (Common Smithy)
123,RECIPE_0124,GSword_05_13,Natura Steel Greatsword,GSword_08_28,Grand Zweihander,7,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x235,,,,,235,0,0,0,0,,- Natura Steel Greatsword: Ignis Crystal x235 (Common Smithy)
124,RECIPE_0125,GSword_05_13,Natura Steel Greatsword,GSword_07_27,Refined Zweihander,6,Common,COMMON,MT_R0_MOKU_A,MT_R0_KA_A,MT_R0_DO_A,MT_R0_KIN_A,MT_R0_SUI_A,Natura Crystal x45,Ignis Crystal x45,Terra Crystal x45,Aes Crystal x45,Unda Crystal x45,45,45,45,45,45,,"- Natura Steel Greatsword: Natura Crystal x45, Ignis Crystal x45, Terra Crystal x45, Aes Crystal x45, Unda Crystal x45 (Common Smithy)"
125,RECIPE_0126,GSword_07_24,Zweihander,GSword_09_29,Cross Claymore,8,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x260,,,,,260,0,0,0,0,,- Zweihander: Aes Crystal x260 (Common Smithy)
126,RECIPE_0127,GSword_07_24,Zweihander,GSword_09_30,Fine Zweihander,8,Rare,RARE,MT_R2_KA_A,MT_R0_KA_A,,,,Wax x20,Ignis Crystal x155,,,,20,155,0,0,0,,"- Zweihander: Wax x20, Ignis Crystal x155 (Rare Smithy)"
127,RECIPE_0128,GSword_08_28,Grand Zweihander,GSword_09_29,Cross Claymore,8,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x235,,,,,235,0,0,0,0,,- Grand Zweihander: Aes Crystal x235 (Common Smithy)
128,RECIPE_0129,GSword_08_28,Grand Zweihander,GSword_09_30,Fine Zweihander,8,Rare,RARE,MT_R2_KA_A,MT_R0_KA_A,,,,Wax x20,Ignis Crystal x135,,,,20,135,0,0,0,,"- Grand Zweihander: Wax x20, Ignis Crystal x135 (Rare Smithy)"
129,RECIPE_0130,GSword_07_27,Refined Zweihander,GSword_09_29,Cross Claymore,8,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x260,,,,,260,0,0,0,0,,- Refined Zweihander: Unda Crystal x260 (Common Smithy)
130,RECIPE_0131,GSword_07_27,Refined Zweihander,GSword_10_34,Grand Cross Claymore,9,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x290,,,,,290,0,0,0,0,,- Refined Zweihander: Aes Crystal x290 (Common Smithy)
131,RECIPE_0132,GSword_07_27,Refined Zweihander,GSword_09_30,Fine Zweihander,8,Common,COMMON,MT_R0_KA_A,MT_R1_KA_A,,,,Ignis Crystal x130,Ash x45,,,,130,45,0,0,0,,"- Refined Zweihander: Ignis Crystal x130, Ash x45 (Common Smithy)"
132,RECIPE_0133,GSword_09_29,Cross Claymore,GSword_11_41,Templar's Blade,10,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x320,,,,,320,0,0,0,0,,- Cross Claymore: Natura Crystal x320 (Common Smithy)
133,RECIPE_0134,GSword_09_29,Cross Claymore,GSword_12_44,Grand Templar's Blade,11,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x350,,,,,350,0,0,0,0,,- Cross Claymore: Unda Crystal x350 (Common Smithy)
134,RECIPE_0135,GSword_09_29,Cross Claymore,GSword_11_43,Calibour,10,Aes,KIN,MT_R2_NIJI_A,MT_R3_DO_A,,,,Holy Water x30,Whetstone x20,,,,30,20,0,0,0,,"- Cross Claymore: Holy Water x30, Whetstone x20 (Aes Smithy)"
135,RECIPE_0136,GSword_10_34,Grand Cross Claymore,GSword_11_41,Templar's Blade,10,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x290,,,,,290,0,0,0,0,,- Grand Cross Claymore: Natura Crystal x290 (Common Smithy)
136,RECIPE_0137,GSword_10_34,Grand Cross Claymore,GSword_12_44,Grand Templar's Blade,11,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x350,,,,,350,0,0,0,0,,- Grand Cross Claymore: Unda Crystal x350 (Common Smithy)
137,RECIPE_0138,GSword_10_34,Grand Cross Claymore,GSword_11_43,Calibour,10,Aes,KIN,MT_R2_NIJI_A,MT_R3_DO_A,,,,Holy Water x25,Whetstone x15,,,,25,15,0,0,0,,"- Grand Cross Claymore: Holy Water x25, Whetstone x15 (Aes Smithy)"
138,RECIPE_0139,GSword_09_30,Fine Zweihander,GSword_11_41,Templar's Blade,10,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x320,,,,,320,0,0,0,0,,- Fine Zweihander: Aes Crystal x320 (Common Smithy)
139,RECIPE_0140,GSword_09_30,Fine Zweihander,GSword_11_42,Terra Templar's Blade,10,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x320,,,,,320,0,0,0,0,,- Fine Zweihander: Terra Crystal x320 (Common Smithy)
140,RECIPE_0141,GSword_11_41,Templar's Blade,GSword_13_46,Dragonscale Blade,12,Natura,MOKU,MT_R3_NIJI_A,MT_R3_DO_A,,,,Dragon Scale x20,Whetstone x20,,,,20,20,0,0,0,,"- Templar's Blade: Dragon Scale x20, Whetstone x20 (Natura Smithy)"
141,RECIPE_0142,GSword_12_44,Grand Templar's Blade,GSword_13_46,Dragonscale Blade,12,Natura,MOKU,MT_R3_NIJI_A,MT_R3_DO_A,,,,Dragon Scale x20,Whetstone x20,,,,20,20,0,0,0,,"- Grand Templar's Blade: Dragon Scale x20, Whetstone x20 (Natura Smithy)"
142,RECIPE_0143,GSword_11_42,Terra Templar's Blade,GSword_13_46,Dragonscale Blade,12,Natura,MOKU,MT_R3_NIJI_A,MT_R3_DO_A,,,,Dragon Scale x20,Whetstone x20,,,,20,20,0,0,0,,"- Terra Templar's Blade: Dragon Scale x20, Whetstone x20 (Natura Smithy)"
143,RECIPE_0144,GSword_11_43,Calibour,GSword_13_46,Dragonscale Blade,12,Natura,MOKU,MT_R3_NIJI_A,MT_R3_DO_A,,,,Dragon Scale x20,Whetstone x20,,,,20,20,0,0,0,,"- Calibour: Dragon Scale x20, Whetstone x20 (Natura Smithy)"
144,RECIPE_0145,GSword_03_06,Ettin's Blade,GSword_05_14,Master's Blade,4,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x145,,,,,145,0,0,0,0,,- Ettin's Blade: Unda Crystal x145 (Common Smithy)
145,RECIPE_0146,GSword_03_06,Ettin's Blade,GSword_06_18,Grand Master's Blade,5,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x175,,,,,175,0,0,0,0,,- Ettin's Blade: Aes Crystal x175 (Common Smithy)
146,RECIPE_0147,GSword_05_14,Master's Blade,GSword_07_25,Imperator,6,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x205,,,,,205,0,0,0,0,,- Master's Blade: Natura Crystal x205 (Common Smithy)
147,RECIPE_0148,GSword_05_14,Master's Blade,GSword_07_26,Unda Imperator,6,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x205,,,,,205,0,0,0,0,,- Master's Blade: Unda Crystal x205 (Common Smithy)
148,RECIPE_0149,GSword_06_18,Grand Master's Blade,GSword_07_25,Imperator,6,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x175,,,,,175,0,0,0,0,,- Grand Master's Blade: Natura Crystal x175 (Common Smithy)
149,RECIPE_0150,GSword_06_18,Grand Master's Blade,GSword_07_26,Unda Imperator,6,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x175,,,,,175,0,0,0,0,,- Grand Master's Blade: Unda Crystal x175 (Common Smithy)
150,RECIPE_0151,GSword_07_25,Imperator,GSword_09_31,Tataraichi,8,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x260,,,,,260,0,0,0,0,,- Imperator: Aes Crystal x260 (Common Smithy)
151,RECIPE_0152,GSword_07_25,Imperator,GSword_09_32,Terra Tataraichi,8,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x260,,,,,260,0,0,0,0,,- Imperator: Terra Crystal x260 (Common Smithy)
152,RECIPE_0153,GSword_07_25,Imperator,GSword_11_43,Calibour,10,Aes,KIN,MT_R2_NIJI_A,MT_R3_DO_A,,,,Holy Water x30,Whetstone x20,,,,30,20,0,0,0,,"- Imperator: Holy Water x30, Whetstone x20 (Aes Smithy)"
153,RECIPE_0154,GSword_07_26,Unda Imperator,GSword_10_35,Grand Tataraichi,9,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x290,,,,,290,0,0,0,0,,- Unda Imperator: Ignis Crystal x290 (Common Smithy)
154,RECIPE_0155,GSword_07_26,Unda Imperator,GSword_09_33,Natura Tataraichi,8,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x260,,,,,260,0,0,0,0,,- Unda Imperator: Natura Crystal x260 (Common Smithy)
155,RECIPE_0156,GSword_07_26,Unda Imperator,GSword_11_43,Calibour,10,Aes,KIN,MT_R2_NIJI_A,MT_R3_DO_A,,,,Holy Water x30,Whetstone x20,,,,30,20,0,0,0,,"- Unda Imperator: Holy Water x30, Whetstone x20 (Aes Smithy)"
156,RECIPE_0157,GSword_09_31,Tataraichi,GSword_13_45,Glacial Ice Sword,12,Unda,SUI,MT_R3_SUI_A,,,,,Icelight x40,,,,,40,0,0,0,0,,- Tataraichi: Icelight x40 (Unda Smithy)
157,RECIPE_0158,GSword_09_32,Terra Tataraichi,GSword_13_45,Glacial Ice Sword,12,Unda,SUI,MT_R3_SUI_A,,,,,Icelight x40,,,,,40,0,0,0,0,,- Terra Tataraichi: Icelight x40 (Unda Smithy)
158,RECIPE_0159,GSword_10_35,Grand Tataraichi,GSword_13_45,Glacial Ice Sword,12,Unda,SUI,MT_R3_SUI_A,,,,,Icelight x40,,,,,40,0,0,0,0,,- Grand Tataraichi: Icelight x40 (Unda Smithy)
159,RECIPE_0160,GSword_09_33,Natura Tataraichi,GSword_13_45,Glacial Ice Sword,12,Unda,SUI,MT_R3_SUI_A,,,,,Icelight x40,,,,,40,0,0,0,0,,- Natura Tataraichi: Icelight x40 (Unda Smithy)
160,RECIPE_0161,GSword_03_54,Ice Sword,GSword_13_45,Glacial Ice Sword,12,Unda,SUI,MT_R3_SUI_A,,,,,Icelight x40,,,,,40,0,0,0,0,,- Ice Sword: Icelight x40 (Unda Smithy)
161,RECIPE_0162,GSword_13_45,Glacial Ice Sword,GSword_15_48,Frigid Ice Sword,14,Unda,SUI,MT_R3_SUI_A,,,,,Icelight x45,,,,,45,0,0,0,0,,- Glacial Ice Sword: Icelight x45 (Unda Smithy)
162,RECIPE_0163,GSword_01_04,Samurai Sword,GSword_05_15,Odachi,4,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x145,,,,,145,0,0,0,0,,- Samurai Sword: Terra Crystal x145 (Common Smithy)
163,RECIPE_0164,GSword_01_04,Samurai Sword,GSword_05_16,Ignis Odachi,4,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x145,,,,,145,0,0,0,0,,- Samurai Sword: Ignis Crystal x145 (Common Smithy)
164,RECIPE_0165,GSword_05_15,Odachi,GSword_13_47,Gekkabijin,12,Natura,MOKU,MT_R0_MOKU_A,MT_R3_DO_A,MT_R1_KA_A,MT_R1_KIN_A,MT_R1_MOKU_A,Natura Crystal x80,Whetstone x10,Ash x30,Ore Fragment x30,Fibrous Matter x30,80,10,30,30,30,,"- Odachi: Natura Crystal x80, Whetstone x10, Ash x30, Ore Fragment x30, Fibrous Matter x30 (Natura Smithy)"
165,RECIPE_0166,GSword_05_16,Ignis Odachi,GSword_13_47,Gekkabijin,12,Natura,MOKU,MT_R0_MOKU_A,MT_R3_DO_A,MT_R1_KA_A,MT_R1_KIN_A,MT_R1_MOKU_A,Natura Crystal x80,Whetstone x10,Ash x30,Ore Fragment x30,Fibrous Matter x30,80,10,30,30,30,,"- Ignis Odachi: Natura Crystal x80, Whetstone x10, Ash x30, Ore Fragment x30, Fibrous Matter x30 (Natura Smithy)"
166,RECIPE_0167,GSword_07_19,Ancient Natura Seure,GSword_11_36,Natura Seure,10,Rare,RARE,MT_R2_MOKU_A,MT_R0_MOKU_A,,,,Latex x45,Natura Crystal x65,,,,45,65,0,0,0,,"- Ancient Natura Seure: Latex x45, Natura Crystal x65 (Rare Smithy)"
167,RECIPE_0168,GSword_11_36,Natura Seure,GSword_15_49,Elegant Natura Seure,14,Rare,RARE,MT_R3_MOKU_A,MT_R0_MOKU_A,,,,Screamroot x35,Natura Crystal x135,,,,35,135,0,0,0,,"- Natura Seure: Screamroot x35, Natura Crystal x135 (Rare Smithy)"
168,RECIPE_0169,GSword_07_20,Ancient Ignis Seure,GSword_11_37,Ignis Seure,10,Rare,RARE,MT_R2_KA_A,MT_R0_KA_A,,,,Wax x45,Ignis Crystal x65,,,,45,65,0,0,0,,"- Ancient Ignis Seure: Wax x45, Ignis Crystal x65 (Rare Smithy)"
169,RECIPE_0170,GSword_11_37,Ignis Seure,GSword_15_50,Elegant Ignis Seure,14,Rare,RARE,MT_R3_KA_A,MT_R0_KA_A,,,,Luminescent Oil x35,Ignis Crystal x135,,,,35,135,0,0,0,,"- Ignis Seure: Luminescent Oil x35, Ignis Crystal x135 (Rare Smithy)"
170,RECIPE_0171,GSword_07_21,Ancient Terra Seure,GSword_11_38,Terra Seure,10,Rare,RARE,MT_R2_DO_A,MT_R0_DO_A,,,,Leather x45,Terra Crystal x65,,,,45,65,0,0,0,,"- Ancient Terra Seure: Leather x45, Terra Crystal x65 (Rare Smithy)"
171,RECIPE_0172,GSword_11_38,Terra Seure,GSword_15_51,Elegant Terra Seure,14,Rare,RARE,MT_R3_DO_A,MT_R0_DO_A,,,,Whetstone x35,Terra Crystal x135,,,,35,135,0,0,0,,"- Terra Seure: Whetstone x35, Terra Crystal x135 (Rare Smithy)"
172,RECIPE_0173,GSword_07_22,Ancient Aes Seure,GSword_11_39,Aes Seure,10,Rare,RARE,MT_R2_KIN_A,MT_R0_KIN_A,,,,Obsidian x45,Aes Crystal x65,,,,45,65,0,0,0,,"- Ancient Aes Seure: Obsidian x45, Aes Crystal x65 (Rare Smithy)"
173,RECIPE_0174,GSword_11_39,Aes Seure,GSword_15_52,Elegant Aes Seure,14,Rare,RARE,MT_R3_KIN_A,MT_R0_KIN_A,,,,Ancient Jewel x35,Aes Crystal x135,,,,35,135,0,0,0,,"- Aes Seure: Ancient Jewel x35, Aes Crystal x135 (Rare Smithy)"
174,RECIPE_0175,GSword_07_23,Ancient Unda Seure,GSword_11_40,Unda Seure,10,Rare,RARE,MT_R2_SUI_A,MT_R0_SUI_A,,,,Beast Hide x45,Unda Crystal x65,,,,45,65,0,0,0,,"- Ancient Unda Seure: Beast Hide x45, Unda Crystal x65 (Rare Smithy)"
175,RECIPE_0176,GSword_11_40,Unda Seure,GSword_15_53,Elegant Unda Seure,14,Rare,RARE,MT_R3_SUI_A,MT_R0_SUI_A,,,,Icelight x35,Unda Crystal x135,,,,35,135,0,0,0,,"- Unda Seure: Icelight x35, Unda Crystal x135 (Rare Smithy)"
176,RECIPE_0177,GSword_09_92,Bovine Slayer,GSword_15_93,Kirin Slayer,14,Rare,RARE,MT_R3_DO_A,MT_R0_DO_A,,,,Whetstone x35,Terra Crystal x135,,,,35,135,0,0,0,,"- Bovine Slayer: Whetstone x35, Terra Crystal x135 (Rare Smithy)"
177,RECIPE_0178,Spear_01_01,Long Spear,Spear_01_02,Chauve-Souris,1,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x30,,,,,30,0,0,0,0,,- Long Spear: Terra Crystal x30 (Common Smithy)
178,RECIPE_0179,Spear_01_01,Long Spear,Spear_01_03,Warrior's Spear,1,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x30,,,,,30,0,0,0,0,,- Long Spear: Ignis Crystal x30 (Common Smithy)
179,RECIPE_0180,Spear_01_02,Chauve-Souris,Spear_03_04,Halberd,2,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x90,,,,,90,0,0,0,0,,- Chauve-Souris: Ignis Crystal x90 (Common Smithy)
180,RECIPE_0181,Spear_01_02,Chauve-Souris,Spear_04_07,Grand Halberd,3,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x115,,,,,115,0,0,0,0,,- Chauve-Souris: Natura Crystal x115 (Common Smithy)
181,RECIPE_0182,Spear_01_02,Chauve-Souris,Spear_03_05,Pike,2,Common,COMMON,MT_R1_KIN_A,,,,,Ore Fragment x30,,,,,30,0,0,0,0,,- Chauve-Souris: Ore Fragment x30 (Common Smithy)
182,RECIPE_0183,Spear_03_04,Halberd,Spear_05_09,Hardened Spear,4,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x145,,,,,145,0,0,0,0,,- Halberd: Terra Crystal x145 (Common Smithy)
183,RECIPE_0184,Spear_03_04,Halberd,Spear_06_12,Grand Hardened Spear,5,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x175,,,,,175,0,0,0,0,,- Halberd: Ignis Crystal x175 (Common Smithy)
184,RECIPE_0185,Spear_03_04,Halberd,Spear_05_10,Pitchfork,4,Common,COMMON,MT_R0_SUI_A,MT_R1_KIN_A,,,,Unda Crystal x75,Ore Fragment x25,,,,75,25,0,0,0,,"- Halberd: Unda Crystal x75, Ore Fragment x25 (Common Smithy)"
185,RECIPE_0186,Spear_04_07,Grand Halberd,Spear_05_09,Hardened Spear,4,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x115,,,,,115,0,0,0,0,,- Grand Halberd: Terra Crystal x115 (Common Smithy)
186,RECIPE_0187,Spear_04_07,Grand Halberd,Spear_06_12,Grand Hardened Spear,5,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x175,,,,,175,0,0,0,0,,- Grand Halberd: Ignis Crystal x175 (Common Smithy)
187,RECIPE_0188,Spear_04_07,Grand Halberd,Spear_05_10,Pitchfork,4,Common,COMMON,MT_R0_SUI_A,MT_R1_KIN_A,,,,Unda Crystal x60,Ore Fragment x20,,,,60,20,0,0,0,,"- Grand Halberd: Unda Crystal x60, Ore Fragment x20 (Common Smithy)"
188,RECIPE_0189,Spear_05_09,Hardened Spear,Spear_07_19,Glaive,6,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x205,,,,,205,0,0,0,0,,- Hardened Spear: Aes Crystal x205 (Common Smithy)
189,RECIPE_0190,Spear_05_09,Hardened Spear,Spear_08_21,Grand Glaive,7,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x235,,,,,235,0,0,0,0,,- Hardened Spear: Terra Crystal x235 (Common Smithy)
